timestamp,open,high,low,close,volume
2025-07-10 20:00:00,0.0141924,0.0147423,0.0141905,0.0144866,17889425.0002
2025-07-11 00:00:00,0.0144795,0.0151958,0.0143355,0.0151497,10334783.9928
2025-07-11 04:00:00,0.0150921,0.0153932,0.0148407,0.0149971,16152959.8919
2025-07-11 08:00:00,0.0150086,0.0157856,0.014927,0.0154741,16892523.1396
2025-07-11 12:00:00,0.0154248,0.0182968,0.0152532,0.0169576,42408126.1225
2025-07-11 16:00:00,0.0169596,0.0173539,0.01653,0.0172423,27688536.299
2025-07-11 20:00:00,0.0172689,0.0173166,0.0160494,0.0165785,13710300.9569
2025-07-12 00:00:00,0.0165941,0.017,0.016504,0.016838,15196329.9647
2025-07-12 04:00:00,0.0168326,0.0176982,0.0168326,0.0173428,15864752.0476
2025-07-12 08:00:00,0.0173422,0.0175044,0.0167503,0.0171716,12353278.5548
2025-07-12 12:00:00,0.0171556,0.0171556,0.0158,0.015969,12061971.1479
2025-07-12 16:00:00,0.0159706,0.0163603,0.0159706,0.016207,4909564.7848
2025-07-12 20:00:00,0.016211,0.016266,0.0159266,0.01624,3849094.9083
2025-07-13 00:00:00,0.0162713,0.0166649,0.0162264,0.0165955,9180276.9459
2025-07-13 04:00:00,0.0165936,0.0169345,0.0164265,0.0167914,7377428.1439
2025-07-13 08:00:00,0.0168479,0.0168989,0.0164876,0.0166517,5490180.0291
2025-07-13 12:00:00,0.0166041,0.0179,0.0165383,0.0177287,19519926.1443
2025-07-13 16:00:00,0.0177256,0.0179067,0.0173358,0.0174854,13312465.0752
2025-07-13 20:00:00,0.0175045,0.017642,0.0169134,0.017362,13020766.2786
2025-07-14 00:00:00,0.0173401,0.017611,0.0170656,0.0174866,12619299.5066
2025-07-14 04:00:00,0.0174764,0.0182703,0.0174574,0.0179615,13223766.0683
2025-07-14 08:00:00,0.0179862,0.0185701,0.0175934,0.0183384,11209383.8927
2025-07-14 12:00:00,0.018312,0.0204349,0.0180683,0.0189289,50474810.107
2025-07-14 16:00:00,0.0189295,0.0194969,0.0186536,0.0189235,15388679.3345
2025-07-14 20:00:00,0.018843,0.0201456,0.0186309,0.0197198,24470971.2988
2025-07-15 00:00:00,0.0197123,0.0198906,0.0182867,0.0184891,22406206.6175
2025-07-15 04:00:00,0.0184516,0.0189075,0.0179671,0.0179835,7171213.5151
2025-07-15 08:00:00,0.0180024,0.0187149,0.0178375,0.0185782,6978670.8937
2025-07-15 12:00:00,0.0185979,0.0188469,0.0178894,0.0184229,25534250.5794
2025-07-15 16:00:00,0.0184742,0.0191627,0.0184742,0.0185788,9539073.1757
2025-07-15 20:00:00,0.0186001,0.0191439,0.018492,0.0188525,7414578.9312
2025-07-16 00:00:00,0.0188501,0.0190249,0.0185023,0.018757,6154197.7293
2025-07-16 04:00:00,0.018754,0.0189921,0.0187234,0.0189645,4274705.6955
2025-07-16 08:00:00,0.0189421,0.01906,0.0185,0.0185245,4685223.8251
2025-07-16 12:00:00,0.0185261,0.01898,0.018512,0.0185124,5357007.5463
2025-07-16 16:00:00,0.0185732,0.01934,0.0185732,0.0188077,12721229.0937
2025-07-16 20:00:00,0.0187783,0.0193245,0.0186286,0.0192093,16789529.6857
2025-07-17 00:00:00,0.0192453,0.0195616,0.0185483,0.0187646,7494585.0821
2025-07-17 04:00:00,0.0187176,0.0190334,0.018287,0.0188185,18156432.6438
2025-07-17 08:00:00,0.0187889,0.0192535,0.0187008,0.0191458,11125593.6928
2025-07-17 12:00:00,0.0191506,0.0192531,0.0187593,0.01879,9959925.556
2025-07-17 16:00:00,0.0187933,0.0191088,0.01857,0.0186178,8734975.2039
2025-07-17 20:00:00,0.0186349,0.018909,0.0181545,0.0182326,15458552.8462
2025-07-18 00:00:00,0.0182484,0.0189782,0.0181564,0.0187868,11315378.5725
2025-07-18 04:00:00,0.0187955,0.0192153,0.01854,0.018745,16320221.174
2025-07-18 08:00:00,0.0188179,0.0192198,0.0185292,0.0190151,11132622.2619
2025-07-18 12:00:00,0.0190236,0.0190876,0.0182793,0.01835,19264348.6644
2025-07-18 16:00:00,0.0183793,0.0185747,0.01826,0.018311,6106260.9324
2025-07-18 20:00:00,0.0183331,0.0185217,0.0178512,0.0184222,6502935.9309
2025-07-19 00:00:00,0.018416,0.01855,0.0180504,0.0183507,7405376.6895
2025-07-19 04:00:00,0.0183496,0.0185493,0.0181658,0.0185002,5573615.5789
2025-07-19 08:00:00,0.0185085,0.0186943,0.0184083,0.0184592,5852744.9482
2025-07-19 12:00:00,0.0184722,0.0187362,0.0183455,0.0185491,2128466.3522
2025-07-19 16:00:00,0.0185432,0.0185725,0.01826,0.018488,2955878.2111
2025-07-19 20:00:00,0.018492,0.01859,0.0183028,0.0183724,3506985.151
2025-07-20 00:00:00,0.0183669,0.0187053,0.0182878,0.01867,3597965.5885
2025-07-20 04:00:00,0.018685,0.0187777,0.0185,0.018564,7277112.2452
2025-07-20 08:00:00,0.0185347,0.0187838,0.0185346,0.0187109,8261879.7903
2025-07-20 12:00:00,0.0187109,0.0188602,0.0185938,0.0187722,5074247.2548
2025-07-20 16:00:00,0.0187802,0.0188669,0.0184706,0.0186772,8795453.9736
2025-07-20 20:00:00,0.0186718,0.0187725,0.0183431,0.0184432,4816452.2415
2025-07-21 00:00:00,0.0184414,0.0184797,0.0181967,0.01842,8836571.4366
2025-07-21 04:00:00,0.0184312,0.01877,0.0184077,0.01854,7072605.2026
2025-07-21 08:00:00,0.0185548,0.0187199,0.0185209,0.018567,8055211.7964
2025-07-21 12:00:00,0.0185535,0.0188131,0.0184044,0.018704,12921943.9364
2025-07-21 16:00:00,0.0187302,0.018784,0.0182947,0.0183522,4396652.8514
2025-07-21 20:00:00,0.0183399,0.01847,0.01827,0.018378,3404622.9295
2025-07-22 00:00:00,0.0183734,0.0200179,0.0181111,0.0196673,23920063.8187
2025-07-22 04:00:00,0.0196071,0.0196616,0.018727,0.0193746,13517616.382
2025-07-22 08:00:00,0.0193457,0.019349,0.0187156,0.0191169,9217528.4143
2025-07-22 12:00:00,0.0190644,0.01925,0.0183392,0.0185562,11320599.176
2025-07-22 16:00:00,0.0185976,0.0186701,0.0182511,0.0184408,9666753.6373
2025-07-22 20:00:00,0.0184185,0.0185703,0.0183508,0.0185389,9003044.7286
2025-07-23 00:00:00,0.0185154,0.0185154,0.018184,0.018306,11468779.8603
2025-07-23 04:00:00,0.0183261,0.0185706,0.0183131,0.0183748,6928575.0747
2025-07-23 08:00:00,0.0183687,0.0184565,0.0179596,0.0179702,12512760.4173
2025-07-23 12:00:00,0.0179848,0.0180762,0.0171115,0.0174244,20732056.8451
2025-07-23 16:00:00,0.0174101,0.0174101,0.0165955,0.0168921,15896596.7061
2025-07-23 20:00:00,0.0169451,0.017028,0.0159133,0.0163565,15100194.008
2025-07-24 00:00:00,0.0163455,0.016533,0.0160727,0.0163571,12826122.5281
2025-07-24 04:00:00,0.0163379,0.01639,0.0153978,0.0156918,12429955.5994
2025-07-24 08:00:00,0.0156786,0.0163896,0.0156352,0.0163839,9833703.6677
2025-07-24 12:00:00,0.0163395,0.0166837,0.01592,0.01661,10734656.5514
2025-07-24 16:00:00,0.0166189,0.01663,0.0152847,0.0159746,29144424.9487
2025-07-24 20:00:00,0.0159441,0.0160304,0.0153163,0.0153823,6134991.9784
2025-07-25 00:00:00,0.0153992,0.0153992,0.0147983,0.0150556,7604848.2224
2025-07-25 04:00:00,0.0150446,0.0154399,0.0149058,0.0153312,5934812.8409
2025-07-25 08:00:00,0.0153331,0.0157742,0.01527,0.0157184,6660560.8958
2025-07-25 12:00:00,0.0157254,0.015749,0.0148942,0.0151377,7422022.73
2025-07-25 16:00:00,0.0151275,0.0152732,0.0148156,0.0150898,8174240.4996
2025-07-25 20:00:00,0.015073,0.0156239,0.0150578,0.0155136,7299880.9808
2025-07-26 00:00:00,0.0155501,0.0157221,0.0154462,0.0156349,3618473.1467
2025-07-26 04:00:00,0.0156424,0.0157835,0.0155479,0.0155479,1827823.6619
2025-07-26 08:00:00,0.0155549,0.0157402,0.0155242,0.0155251,2369581.6325
