timestamp,open,high,low,close,volume
2025-07-10 20:00:00,3.7126,3.8946,3.711,3.8814,583448.5616
2025-07-11 00:00:00,3.8824,3.9318,3.8112,3.9162,160224.5052
2025-07-11 04:00:00,3.9132,4.0153,3.8904,3.9085,303293.5153
2025-07-11 08:00:00,3.9081,3.9979,3.9081,3.9357,155825.7392
2025-07-11 12:00:00,3.9367,4.1084,3.9333,3.9779,410735.1732
2025-07-11 16:00:00,3.981,4.083,3.9595,4.0759,197606.1245
2025-07-11 20:00:00,4.0694,4.0707,3.8287,3.908,246623.6207
2025-07-12 00:00:00,3.9056,4.014,3.8515,4.014,203069.391
2025-07-12 04:00:00,4.0144,4.0651,3.9082,3.9871,224694.0263
2025-07-12 08:00:00,3.9869,4.0231,3.9595,3.989,142563.73576856
2025-07-12 12:00:00,3.9889,4.0041,3.7961,3.8249,265225.8251
2025-07-12 16:00:00,3.8235,3.9098,3.8072,3.8985,82949.1992
2025-07-12 20:00:00,3.8997,3.905,3.8321,3.8887,121361.1337
2025-07-13 00:00:00,3.8918,3.9283,3.8758,3.92,100949.5528
2025-07-13 04:00:00,3.9204,4.0009,3.8968,4.0005,118957.0444
2025-07-13 08:00:00,4.0005,4.0119,3.9366,3.9686,146727.1348
2025-07-13 12:00:00,3.9645,4.075,3.9551,4.0094,188601.2692
2025-07-13 16:00:00,4.0116,4.0583,3.9738,4.0191,106495.3609
2025-07-13 20:00:00,4.019,4.0424,3.9372,3.9855,159520.484
2025-07-14 00:00:00,3.9856,4.1596,3.9741,4.1405,310673.0088
2025-07-14 04:00:00,4.141,4.194,4.0747,4.151,294954.3279
2025-07-14 08:00:00,4.153,4.1544,4.0799,4.0865,208064.8282
2025-07-14 12:00:00,4.085,4.1298,3.9686,4.0026,280351.06444897
2025-07-14 16:00:00,4.0023,4.0375,3.932,3.9435,146643.4232
2025-07-14 20:00:00,3.9454,3.9755,3.9016,3.9487,142976.993
2025-07-15 00:00:00,3.9504,3.9842,3.8051,3.8318,179674.19618684
2025-07-15 04:00:00,3.8318,3.8973,3.8008,3.864,152684.54697328
2025-07-15 08:00:00,3.8656,3.9003,3.8345,3.8831,76432.661
2025-07-15 12:00:00,3.8836,3.9645,3.8391,3.9474,305832.6638
2025-07-15 16:00:00,3.9469,4.0977,3.9452,3.9487,256738.8071
2025-07-15 20:00:00,3.9488,4.0985,3.9368,4.0832,170725.5583
2025-07-16 00:00:00,4.0836,4.1235,4.012,4.0415,260512.6408
2025-07-16 04:00:00,4.0441,4.144,4.013,4.1267,210870.1667
2025-07-16 08:00:00,4.1265,4.1392,4.0922,4.1165,201199.6976
2025-07-16 12:00:00,4.1165,4.1828,4.0807,4.1319,457509.4895
2025-07-16 16:00:00,4.1321,4.234,4.1109,4.1704,483577.2353
2025-07-16 20:00:00,4.1706,4.2732,4.1372,4.1555,432971.7589
2025-07-17 00:00:00,4.1589,4.2155,4.0653,4.096,408143.5023
2025-07-17 04:00:00,4.0941,4.2245,4.0816,4.186,250823.3828
2025-07-17 08:00:00,4.1887,4.2777,4.181,4.2235,266342.0239
2025-07-17 12:00:00,4.2243,4.2677,4.1386,4.1887,390534.0042
2025-07-17 16:00:00,4.1869,4.2076,4.1002,4.1206,313021.9452
2025-07-17 20:00:00,4.1213,4.3025,4.0738,4.2599,431893.8504
2025-07-18 00:00:00,4.2598,4.4373,4.2346,4.4348,576670.41826696
2025-07-18 04:00:00,4.4348,4.6235,4.4088,4.4838,570204.1505
2025-07-18 08:00:00,4.4837,4.5383,4.378,4.4236,535709.05406923
2025-07-18 12:00:00,4.4252,4.4916,4.2525,4.296,408572.9102
2025-07-18 16:00:00,4.2971,4.359,4.2241,4.2552,228097.9343
2025-07-18 20:00:00,4.2551,4.268,4.1371,4.2275,259783.3611
2025-07-19 00:00:00,4.2246,4.2991,4.1327,4.2954,186288.709
2025-07-19 04:00:00,4.2969,4.3342,4.2716,4.2856,215065.5934
2025-07-19 08:00:00,4.2856,4.3026,4.2253,4.2306,223241.1024
2025-07-19 12:00:00,4.2306,4.2551,4.1661,4.2214,345855.8777
2025-07-19 16:00:00,4.2216,4.4047,4.2046,4.3879,243754.8844
2025-07-19 20:00:00,4.3872,4.4525,4.309,4.408,397024.7855
2025-07-20 00:00:00,4.4095,4.4343,4.3586,4.3885,239291.1653
2025-07-20 04:00:00,4.3903,4.4415,4.3488,4.4147,291782.0289
2025-07-20 08:00:00,4.4144,4.5063,4.4144,4.4896,321557.8349
2025-07-20 12:00:00,4.4886,4.5521,4.4601,4.538,345966.9661
2025-07-20 16:00:00,4.538,4.5849,4.4715,4.5231,390348.4475
2025-07-20 20:00:00,4.525,4.5369,4.3816,4.4789,522055.53124237
2025-07-21 00:00:00,4.4801,4.5467,4.3941,4.5383,311055.0045
2025-07-21 04:00:00,4.5365,4.6028,4.5032,4.5808,354286.61954541
2025-07-21 08:00:00,4.5814,4.6199,4.5128,4.5825,284707.1546
2025-07-21 12:00:00,4.5838,4.6732,4.5509,4.5945,484421.2805
2025-07-21 16:00:00,4.5953,4.5987,4.4286,4.4444,543269.8773
2025-07-21 20:00:00,4.4444,4.5182,4.4266,4.4986,268268.0575
2025-07-22 00:00:00,4.4963,4.5391,4.36,4.4177,504137.6843
2025-07-22 04:00:00,4.4181,4.4387,4.3072,4.3872,486922.6947
2025-07-22 08:00:00,4.3876,4.4143,4.2791,4.4085,358683.6868
2025-07-22 12:00:00,4.4087,4.4972,4.3322,4.4186,499367.5867
2025-07-22 16:00:00,4.4183,4.471,4.3561,4.3693,436668.8939
2025-07-22 20:00:00,4.3684,4.5522,4.3544,4.5499,258906.3783
2025-07-23 00:00:00,4.5497,4.5498,4.4447,4.4723,268253.9079
2025-07-23 04:00:00,4.4736,4.536,4.4292,4.4467,179832.1956
2025-07-23 08:00:00,4.4467,4.4628,4.3261,4.3645,440556.0032
2025-07-23 12:00:00,4.3648,4.3751,4.1209,4.2418,831055.722
2025-07-23 16:00:00,4.2394,4.2405,4.0765,4.1404,496380.3544
2025-07-23 20:00:00,4.1382,4.1647,3.9971,4.1127,364911.8249
2025-07-24 00:00:00,4.1131,4.2014,4.0865,4.1414,293624.2789
2025-07-24 04:00:00,4.1425,4.1553,3.8952,4.0082,628052.8334
2025-07-24 08:00:00,4.0074,4.039,3.9136,4.0229,336731.8777
2025-07-24 12:00:00,4.0192,4.1351,3.9398,4.0826,390030.8752
2025-07-24 16:00:00,4.083,4.11,3.9838,4.0588,335799.0994
2025-07-24 20:00:00,4.0584,4.0974,3.9831,4.0007,291416.9365
2025-07-25 00:00:00,4.0007,4.0149,3.865,3.9261,394978.9862
2025-07-25 04:00:00,3.9255,3.9811,3.8824,3.9375,267415.6122
2025-07-25 08:00:00,3.9371,4.0599,3.9237,4.0471,275766.9334
2025-07-25 12:00:00,4.0501,4.0761,3.8997,3.9539,328541.7634
2025-07-25 16:00:00,3.9539,4.02,3.93,3.9954,138344.253
2025-07-25 20:00:00,3.9948,4.0994,3.9947,4.0869,192181.7035
2025-07-26 00:00:00,4.0883,4.1289,4.0682,4.1196,120444.4959
2025-07-26 04:00:00,4.1191,4.125,4.0877,4.0927,88281.7561
2025-07-26 08:00:00,4.0935,4.116,4.084,4.1048,100086.5527093
2025-07-26 12:00:00,4.1048,4.144,4.0873,4.1424,138154.8124
2025-07-26 16:00:00,4.143,4.1942,4.1038,4.1914,129057.21170232
2025-07-26 20:00:00,4.1873,4.1937,4.1201,4.1239,133856.5903
