timestamp,open,high,low,close,volume
2025-07-10 20:00:00,0.12842,0.13819,0.12842,0.13725,700612.75
2025-07-11 00:00:00,0.13754,0.14493,0.13456,0.14449,398440.46
2025-07-11 04:00:00,0.14477,0.15138,0.14307,0.14464,2961199.51
2025-07-11 08:00:00,0.14464,0.15042,0.14464,0.14712,484894.07
2025-07-11 12:00:00,0.14756,0.15506,0.14668,0.14742,1056882.79
2025-07-11 16:00:00,0.14782,0.15234,0.14672,0.1515,502580.66
2025-07-11 20:00:00,0.15208,0.15233,0.14147,0.14361,707277.18
2025-07-12 00:00:00,0.14371,0.14564,0.13991,0.14373,392417.66
2025-07-12 04:00:00,0.14344,0.14344,0.13815,0.1412,824900.73
2025-07-12 08:00:00,0.14111,0.14224,0.13972,0.14071,227433.06
2025-07-12 12:00:00,0.14101,0.1412,0.13167,0.13312,2039585.35
2025-07-12 16:00:00,0.13308,0.1364,0.13235,0.13535,473601.19
2025-07-12 20:00:00,0.13523,0.13625,0.13262,0.13563,374251.88
2025-07-13 00:00:00,0.13572,0.13724,0.13496,0.13701,570953.31
2025-07-13 04:00:00,0.13656,0.14044,0.13592,0.13947,178164.76
2025-07-13 08:00:00,0.13969,0.1397,0.1359,0.13908,2692677.5
2025-07-13 12:00:00,0.13889,0.1426,0.13817,0.14049,423620.93
2025-07-13 16:00:00,0.14041,0.14278,0.13818,0.14048,239611.29
2025-07-13 20:00:00,0.14063,0.14238,0.137,0.13854,434146.28
2025-07-14 00:00:00,0.13836,0.14482,0.1376,0.14315,340042.84
2025-07-14 04:00:00,0.14329,0.14753,0.14208,0.1448,974826.97
2025-07-14 08:00:00,0.14464,0.14536,0.14152,0.14324,572068.38
2025-07-14 12:00:00,0.1431,0.14474,0.1373,0.13868,1015204.99
2025-07-14 16:00:00,0.13869,0.14111,0.13546,0.13597,674209.41
2025-07-14 20:00:00,0.13548,0.13829,0.13436,0.13699,171636.67
2025-07-15 00:00:00,0.13687,0.13861,0.13198,0.13357,445574.83
2025-07-15 04:00:00,0.13319,0.13631,0.13204,0.13472,2535921.79
2025-07-15 08:00:00,0.13427,0.13598,0.13254,0.1352,357312.81
2025-07-15 12:00:00,0.1352,0.13919,0.13318,0.13814,2456566.17
2025-07-15 16:00:00,0.13836,0.14612,0.13832,0.1409,1526895.19
2025-07-15 20:00:00,0.14089,0.14737,0.14021,0.14659,789165.25
2025-07-16 00:00:00,0.1467,0.14821,0.14272,0.144,269065.57
2025-07-16 04:00:00,0.14411,0.14695,0.1423,0.14547,840533.92
2025-07-16 08:00:00,0.14533,0.14533,0.13993,0.14058,1250526.69
2025-07-16 12:00:00,0.14054,0.152,0.13724,0.14241,4014613.26
2025-07-16 16:00:00,0.14229,0.14968,0.14196,0.14688,766525.96
2025-07-16 20:00:00,0.1472,0.15079,0.14314,0.14339,1625323.73
2025-07-17 00:00:00,0.14373,0.14787,0.1386,0.14026,705240.74593726
